,True,Predicted,n_clusters,link-aff
126,2,1,4,single_cityblock
127,2,1,4,single_cityblock
128,2,1,4,single_cityblock
129,2,1,4,single_cityblock
130,2,1,4,single_cityblock
131,2,2,4,single_cityblock
132,2,1,4,single_cityblock
133,2,1,4,single_cityblock
134,2,1,4,single_cityblock
135,2,1,4,single_cityblock
136,2,1,4,single_cityblock
137,2,1,4,single_cityblock
138,2,1,4,single_cityblock
139,2,1,4,single_cityblock
140,2,1,4,single_cityblock
141,2,1,4,single_cityblock
142,2,1,4,single_cityblock
143,2,1,4,single_cityblock
144,2,1,4,single_cityblock
145,2,1,4,single_cityblock
146,2,1,4,single_cityblock
147,2,1,4,single_cityblock
148,2,1,4,single_cityblock
149,2,1,4,single_cityblock
0,0,0,4,complete_cosine
1,0,0,4,complete_cosine
2,0,0,4,complete_cosine
3,0,0,4,complete_cosine
4,0,0,4,complete_cosine
5,0,0,4,complete_cosine
6,0,0,4,complete_cosine
7,0,0,4,complete_cosine
8,0,0,4,complete_cosine
9,0,0,4,complete_cosine
10,0,0,4,complete_cosine
11,0,0,4,complete_cosine
12,0,0,4,complete_cosine
13,0,0,4,complete_cosine
14,0,0,4,complete_cosine
15,0,0,4,complete_cosine
16,0,0,4,complete_cosine
17,0,0,4,complete_cosine
18,0,0,4,complete_cosine
19,0,0,4,complete_cosine
20,0,0,4,complete_cosine
21,0,0,4,complete_cosine
22,0,0,4,complete_cosine
23,0,0,4,complete_cosine
24,0,0,4,complete_cosine
25,0,0,4,complete_cosine
26,0,0,4,complete_cosine
27,0,0,4,complete_cosine
28,0,0,4,complete_cosine
29,0,0,4,complete_cosine
30,0,0,4,complete_cosine
31,0,0,4,complete_cosine
32,0,0,4,complete_cosine
33,0,0,4,complete_cosine
34,0,0,4,complete_cosine
35,0,0,4,complete_cosine
36,0,0,4,complete_cosine
37,0,0,4,complete_cosine
38,0,0,4,complete_cosine
39,0,0,4,complete_cosine
40,0,0,4,complete_cosine
41,0,2,4,complete_cosine
42,0,0,4,complete_cosine
43,0,0,4,complete_cosine
44,0,0,4,complete_cosine
45,0,0,4,complete_cosine
46,0,0,4,complete_cosine
47,0,0,4,complete_cosine
48,0,0,4,complete_cosine
49,0,0,4,complete_cosine
50,1,1,4,complete_cosine
51,1,1,4,complete_cosine
52,1,1,4,complete_cosine
53,1,1,4,complete_cosine
54,1,1,4,complete_cosine
55,1,1,4,complete_cosine
56,1,1,4,complete_cosine
57,1,3,4,complete_cosine
58,1,1,4,complete_cosine
59,1,1,4,complete_cosine
60,1,3,4,complete_cosine
61,1,1,4,complete_cosine
62,1,1,4,complete_cosine
63,1,1,4,complete_cosine
64,1,1,4,complete_cosine
65,1,1,4,complete_cosine
66,1,1,4,complete_cosine
67,1,1,4,complete_cosine
68,1,1,4,complete_cosine
69,1,1,4,complete_cosine
70,1,1,4,complete_cosine
71,1,1,4,complete_cosine
72,1,1,4,complete_cosine
73,1,1,4,complete_cosine
74,1,1,4,complete_cosine
75,1,1,4,complete_cosine
76,1,1,4,complete_cosine
77,1,1,4,complete_cosine
78,1,1,4,complete_cosine
79,1,1,4,complete_cosine
80,1,1,4,complete_cosine
81,1,1,4,complete_cosine
82,1,1,4,complete_cosine
83,1,1,4,complete_cosine
84,1,1,4,complete_cosine
85,1,1,4,complete_cosine
86,1,1,4,complete_cosine
87,1,1,4,complete_cosine
88,1,1,4,complete_cosine
89,1,1,4,complete_cosine
90,1,1,4,complete_cosine
91,1,1,4,complete_cosine
92,1,1,4,complete_cosine
93,1,3,4,complete_cosine
94,1,1,4,complete_cosine
95,1,1,4,complete_cosine
96,1,1,4,complete_cosine
97,1,1,4,complete_cosine
98,1,1,4,complete_cosine
99,1,1,4,complete_cosine
100,2,1,4,complete_cosine
101,2,1,4,complete_cosine
102,2,1,4,complete_cosine
103,2,1,4,complete_cosine
104,2,1,4,complete_cosine
105,2,1,4,complete_cosine
106,2,3,4,complete_cosine
107,2,1,4,complete_cosine
108,2,1,4,complete_cosine
109,2,1,4,complete_cosine
110,2,1,4,complete_cosine
111,2,1,4,complete_cosine
112,2,1,4,complete_cosine
113,2,3,4,complete_cosine
114,2,3,4,complete_cosine
115,2,1,4,complete_cosine
116,2,1,4,complete_cosine
117,2,1,4,complete_cosine
118,2,1,4,complete_cosine
119,2,1,4,complete_cosine
120,2,1,4,complete_cosine
121,2,3,4,complete_cosine
122,2,1,4,complete_cosine
123,2,1,4,complete_cosine
124,2,1,4,complete_cosine
125,2,1,4,complete_cosine
126,2,1,4,complete_cosine
127,2,1,4,complete_cosine
128,2,1,4,complete_cosine
129,2,1,4,complete_cosine
130,2,1,4,complete_cosine
131,2,1,4,complete_cosine
132,2,1,4,complete_cosine
133,2,1,4,complete_cosine
134,2,1,4,complete_cosine
135,2,1,4,complete_cosine
136,2,1,4,complete_cosine
137,2,1,4,complete_cosine
138,2,1,4,complete_cosine
139,2,1,4,complete_cosine
140,2,1,4,complete_cosine
141,2,1,4,complete_cosine
142,2,1,4,complete_cosine
143,2,1,4,complete_cosine
144,2,1,4,complete_cosine
145,2,1,4,complete_cosine
146,2,1,4,complete_cosine
147,2,1,4,complete_cosine
148,2,1,4,complete_cosine
149,2,1,4,complete_cosine
0,0,0,4,average_cosine
1,0,0,4,average_cosine
2,0,0,4,average_cosine
3,0,0,4,average_cosine
4,0,0,4,average_cosine
5,0,0,4,average_cosine
6,0,0,4,average_cosine
7,0,0,4,average_cosine
8,0,0,4,average_cosine
9,0,0,4,average_cosine
10,0,0,4,average_cosine
11,0,0,4,average_cosine
12,0,0,4,average_cosine
13,0,0,4,average_cosine
14,0,0,4,average_cosine
15,0,0,4,average_cosine
16,0,0,4,average_cosine
17,0,0,4,average_cosine
18,0,0,4,average_cosine
19,0,0,4,average_cosine
20,0,0,4,average_cosine
21,0,0,4,average_cosine
22,0,0,4,average_cosine
23,0,0,4,average_cosine
24,0,0,4,average_cosine
25,0,0,4,average_cosine
26,0,0,4,average_cosine
27,0,0,4,average_cosine
28,0,0,4,average_cosine
29,0,0,4,average_cosine
30,0,0,4,average_cosine
31,0,0,4,average_cosine
32,0,0,4,average_cosine
33,0,0,4,average_cosine
34,0,0,4,average_cosine
35,0,0,4,average_cosine
36,0,0,4,average_cosine
37,0,0,4,average_cosine
38,0,0,4,average_cosine
39,0,0,4,average_cosine
40,0,0,4,average_cosine
41,0,2,4,average_cosine
42,0,0,4,average_cosine
43,0,0,4,average_cosine
44,0,0,4,average_cosine
45,0,0,4,average_cosine
46,0,0,4,average_cosine
47,0,0,4,average_cosine
48,0,0,4,average_cosine
49,0,0,4,average_cosine
50,1,1,4,average_cosine
51,1,1,4,average_cosine
52,1,1,4,average_cosine
53,1,1,4,average_cosine
54,1,1,4,average_cosine
55,1,1,4,average_cosine
56,1,1,4,average_cosine
57,1,1,4,average_cosine
58,1,1,4,average_cosine
59,1,1,4,average_cosine
60,1,3,4,average_cosine
61,1,1,4,average_cosine
62,1,1,4,average_cosine
63,1,1,4,average_cosine
64,1,1,4,average_cosine
65,1,1,4,average_cosine
66,1,1,4,average_cosine
67,1,1,4,average_cosine
68,1,1,4,average_cosine
69,1,1,4,average_cosine
70,1,1,4,average_cosine
71,1,1,4,average_cosine
72,1,1,4,average_cosine
73,1,1,4,average_cosine
74,1,1,4,average_cosine
75,1,1,4,average_cosine
76,1,1,4,average_cosine
77,1,1,4,average_cosine
78,1,1,4,average_cosine
79,1,1,4,average_cosine
80,1,1,4,average_cosine
81,1,1,4,average_cosine
82,1,1,4,average_cosine
83,1,1,4,average_cosine
84,1,1,4,average_cosine
85,1,1,4,average_cosine
86,1,1,4,average_cosine
87,1,1,4,average_cosine
88,1,1,4,average_cosine
89,1,1,4,average_cosine
90,1,1,4,average_cosine
91,1,1,4,average_cosine
92,1,1,4,average_cosine
93,1,1,4,average_cosine
94,1,1,4,average_cosine
95,1,1,4,average_cosine
96,1,1,4,average_cosine
97,1,1,4,average_cosine
98,1,1,4,average_cosine
99,1,1,4,average_cosine
100,2,1,4,average_cosine
101,2,1,4,average_cosine
102,2,1,4,average_cosine
103,2,1,4,average_cosine
104,2,1,4,average_cosine
105,2,1,4,average_cosine
106,2,1,4,average_cosine
107,2,1,4,average_cosine
108,2,1,4,average_cosine
109,2,1,4,average_cosine
110,2,1,4,average_cosine
111,2,1,4,average_cosine
112,2,1,4,average_cosine
113,2,1,4,average_cosine
114,2,1,4,average_cosine
115,2,1,4,average_cosine
116,2,1,4,average_cosine
117,2,1,4,average_cosine
118,2,1,4,average_cosine
119,2,1,4,average_cosine
120,2,1,4,average_cosine
121,2,1,4,average_cosine
122,2,1,4,average_cosine
123,2,1,4,average_cosine
124,2,1,4,average_cosine
125,2,1,4,average_cosine
126,2,1,4,average_cosine
127,2,1,4,average_cosine
128,2,1,4,average_cosine
129,2,1,4,average_cosine
130,2,1,4,average_cosine
131,2,1,4,average_cosine
132,2,1,4,average_cosine
133,2,1,4,average_cosine
134,2,1,4,average_cosine
135,2,1,4,average_cosine
136,2,1,4,average_cosine
137,2,1,4,average_cosine
138,2,1,4,average_cosine
139,2,1,4,average_cosine
140,2,1,4,average_cosine
141,2,1,4,average_cosine
142,2,1,4,average_cosine
143,2,1,4,average_cosine
144,2,1,4,average_cosine
145,2,1,4,average_cosine
146,2,1,4,average_cosine
147,2,1,4,average_cosine
148,2,1,4,average_cosine
149,2,1,4,average_cosine
0,0,1,4,single_cosine
1,0,1,4,single_cosine
2,0,1,4,single_cosine
3,0,1,4,single_cosine
4,0,1,4,single_cosine
5,0,1,4,single_cosine
6,0,1,4,single_cosine
7,0,1,4,single_cosine
8,0,1,4,single_cosine
9,0,1,4,single_cosine
10,0,1,4,single_cosine
11,0,1,4,single_cosine
12,0,1,4,single_cosine
13,0,1,4,single_cosine
14,0,1,4,single_cosine
15,0,1,4,single_cosine
16,0,1,4,single_cosine
17,0,1,4,single_cosine
18,0,1,4,single_cosine
19,0,1,4,single_cosine
20,0,1,4,single_cosine
21,0,1,4,single_cosine
22,0,1,4,single_cosine
23,0,1,4,single_cosine
24,0,1,4,single_cosine
25,0,1,4,single_cosine
26,0,1,4,single_cosine
27,0,1,4,single_cosine
28,0,1,4,single_cosine
29,0,1,4,single_cosine
30,0,1,4,single_cosine
31,0,1,4,single_cosine
32,0,1,4,single_cosine
33,0,1,4,single_cosine
34,0,1,4,single_cosine
35,0,1,4,single_cosine
36,0,1,4,single_cosine
37,0,1,4,single_cosine
38,0,1,4,single_cosine
39,0,1,4,single_cosine
40,0,1,4,single_cosine
41,0,2,4,single_cosine
42,0,1,4,single_cosine
43,0,1,4,single_cosine
44,0,1,4,single_cosine
45,0,1,4,single_cosine
46,0,1,4,single_cosine
47,0,1,4,single_cosine
48,0,1,4,single_cosine
49,0,1,4,single_cosine
50,1,0,4,single_cosine
51,1,0,4,single_cosine
52,1,0,4,single_cosine
53,1,0,4,single_cosine
54,1,0,4,single_cosine
55,1,0,4,single_cosine
56,1,0,4,single_cosine
57,1,0,4,single_cosine
58,1,0,4,single_cosine
59,1,0,4,single_cosine
60,1,3,4,single_cosine
61,1,0,4,single_cosine
62,1,0,4,single_cosine
63,1,0,4,single_cosine
64,1,0,4,single_cosine
65,1,0,4,single_cosine
66,1,0,4,single_cosine
67,1,0,4,single_cosine
68,1,0,4,single_cosine
69,1,0,4,single_cosine
70,1,0,4,single_cosine
71,1,0,4,single_cosine
72,1,0,4,single_cosine
73,1,0,4,single_cosine
74,1,0,4,single_cosine
75,1,0,4,single_cosine
76,1,0,4,single_cosine
77,1,0,4,single_cosine
78,1,0,4,single_cosine
79,1,0,4,single_cosine
80,1,0,4,single_cosine
81,1,0,4,single_cosine
82,1,0,4,single_cosine
83,1,0,4,single_cosine
84,1,0,4,single_cosine
85,1,0,4,single_cosine
86,1,0,4,single_cosine
87,1,0,4,single_cosine
88,1,0,4,single_cosine
89,1,0,4,single_cosine
90,1,0,4,single_cosine
91,1,0,4,single_cosine
92,1,0,4,single_cosine
93,1,0,4,single_cosine
94,1,0,4,single_cosine
95,1,0,4,single_cosine
96,1,0,4,single_cosine
97,1,0,4,single_cosine
98,1,0,4,single_cosine
99,1,0,4,single_cosine
100,2,0,4,single_cosine
101,2,0,4,single_cosine
102,2,0,4,single_cosine
103,2,0,4,single_cosine
104,2,0,4,single_cosine
105,2,0,4,single_cosine
106,2,0,4,single_cosine
107,2,0,4,single_cosine
108,2,0,4,single_cosine
109,2,0,4,single_cosine
110,2,0,4,single_cosine
111,2,0,4,single_cosine
112,2,0,4,single_cosine
113,2,0,4,single_cosine
114,2,0,4,single_cosine
115,2,0,4,single_cosine
116,2,0,4,single_cosine
117,2,0,4,single_cosine
118,2,0,4,single_cosine
119,2,0,4,single_cosine
120,2,0,4,single_cosine
121,2,0,4,single_cosine
122,2,0,4,single_cosine
123,2,0,4,single_cosine
124,2,0,4,single_cosine
125,2,0,4,single_cosine
126,2,0,4,single_cosine
127,2,0,4,single_cosine
128,2,0,4,single_cosine
129,2,0,4,single_cosine
130,2,0,4,single_cosine
131,2,0,4,single_cosine
132,2,0,4,single_cosine
133,2,0,4,single_cosine
134,2,0,4,single_cosine
135,2,0,4,single_cosine
136,2,0,4,single_cosine
137,2,0,4,single_cosine
138,2,0,4,single_cosine
139,2,0,4,single_cosine
140,2,0,4,single_cosine
141,2,0,4,single_cosine
142,2,0,4,single_cosine
143,2,0,4,single_cosine
144,2,0,4,single_cosine
145,2,0,4,single_cosine
146,2,0,4,single_cosine
147,2,0,4,single_cosine
148,2,0,4,single_cosine
149,2,0,4,single_cosine
0,0,2,5,ward_euclidean
1,0,4,5,ward_euclidean
2,0,4,5,ward_euclidean
3,0,4,5,ward_euclidean
4,0,2,5,ward_euclidean
5,0,2,5,ward_euclidean
6,0,2,5,ward_euclidean
7,0,2,5,ward_euclidean
8,0,4,5,ward_euclidean
9,0,4,5,ward_euclidean
10,0,2,5,ward_euclidean
11,0,2,5,ward_euclidean
12,0,4,5,ward_euclidean
13,0,4,5,ward_euclidean
14,0,2,5,ward_euclidean
15,0,2,5,ward_euclidean
16,0,2,5,ward_euclidean
17,0,2,5,ward_euclidean
18,0,2,5,ward_euclidean
19,0,2,5,ward_euclidean
20,0,2,5,ward_euclidean
21,0,2,5,ward_euclidean
22,0,2,5,ward_euclidean
23,0,2,5,ward_euclidean
24,0,2,5,ward_euclidean
25,0,4,5,ward_euclidean
26,0,2,5,ward_euclidean
27,0,2,5,ward_euclidean
28,0,2,5,ward_euclidean
29,0,4,5,ward_euclidean
30,0,4,5,ward_euclidean
31,0,2,5,ward_euclidean
32,0,2,5,ward_euclidean
33,0,2,5,ward_euclidean
34,0,4,5,ward_euclidean
35,0,4,5,ward_euclidean
36,0,2,5,ward_euclidean
37,0,4,5,ward_euclidean
38,0,4,5,ward_euclidean
39,0,2,5,ward_euclidean
40,0,2,5,ward_euclidean
41,0,4,5,ward_euclidean
42,0,4,5,ward_euclidean
43,0,2,5,ward_euclidean
44,0,2,5,ward_euclidean
45,0,4,5,ward_euclidean
46,0,2,5,ward_euclidean
47,0,4,5,ward_euclidean
48,0,2,5,ward_euclidean
49,0,4,5,ward_euclidean
50,1,1,5,ward_euclidean
51,1,1,5,ward_euclidean
52,1,1,5,ward_euclidean
53,1,3,5,ward_euclidean
54,1,1,5,ward_euclidean
55,1,1,5,ward_euclidean
56,1,1,5,ward_euclidean
57,1,3,5,ward_euclidean
58,1,1,5,ward_euclidean
59,1,3,5,ward_euclidean
60,1,3,5,ward_euclidean
61,1,1,5,ward_euclidean
62,1,3,5,ward_euclidean
63,1,1,5,ward_euclidean
64,1,1,5,ward_euclidean
65,1,1,5,ward_euclidean
66,1,1,5,ward_euclidean
67,1,3,5,ward_euclidean
68,1,1,5,ward_euclidean
69,1,3,5,ward_euclidean
70,1,1,5,ward_euclidean
71,1,1,5,ward_euclidean
72,1,1,5,ward_euclidean
73,1,1,5,ward_euclidean
74,1,1,5,ward_euclidean
75,1,1,5,ward_euclidean
76,1,1,5,ward_euclidean
77,1,1,5,ward_euclidean
78,1,1,5,ward_euclidean
79,1,3,5,ward_euclidean
80,1,3,5,ward_euclidean
81,1,3,5,ward_euclidean
82,1,3,5,ward_euclidean
83,1,1,5,ward_euclidean
84,1,1,5,ward_euclidean
85,1,1,5,ward_euclidean
86,1,1,5,ward_euclidean
87,1,1,5,ward_euclidean
88,1,1,5,ward_euclidean
89,1,3,5,ward_euclidean
90,1,3,5,ward_euclidean
91,1,1,5,ward_euclidean
92,1,3,5,ward_euclidean
93,1,3,5,ward_euclidean
94,1,1,5,ward_euclidean
95,1,1,5,ward_euclidean
96,1,1,5,ward_euclidean
97,1,1,5,ward_euclidean
98,1,3,5,ward_euclidean
99,1,1,5,ward_euclidean
100,2,0,5,ward_euclidean
101,2,1,5,ward_euclidean
102,2,0,5,ward_euclidean
103,2,0,5,ward_euclidean
104,2,0,5,ward_euclidean
105,2,0,5,ward_euclidean
106,2,3,5,ward_euclidean
107,2,0,5,ward_euclidean
108,2,1,5,ward_euclidean
109,2,0,5,ward_euclidean
110,2,0,5,ward_euclidean
111,2,1,5,ward_euclidean
112,2,0,5,ward_euclidean
113,2,1,5,ward_euclidean
114,2,1,5,ward_euclidean
115,2,0,5,ward_euclidean
116,2,0,5,ward_euclidean
117,2,0,5,ward_euclidean
118,2,0,5,ward_euclidean
119,2,1,5,ward_euclidean
120,2,0,5,ward_euclidean
121,2,1,5,ward_euclidean
122,2,0,5,ward_euclidean
123,2,1,5,ward_euclidean
124,2,0,5,ward_euclidean
125,2,0,5,ward_euclidean
126,2,1,5,ward_euclidean
127,2,1,5,ward_euclidean
128,2,0,5,ward_euclidean
129,2,0,5,ward_euclidean
130,2,0,5,ward_euclidean
131,2,0,5,ward_euclidean
132,2,0,5,ward_euclidean
133,2,1,5,ward_euclidean
134,2,1,5,ward_euclidean
135,2,0,5,ward_euclidean
136,2,0,5,ward_euclidean
137,2,0,5,ward_euclidean
138,2,1,5,ward_euclidean
139,2,0,5,ward_euclidean
140,2,0,5,ward_euclidean
141,2,0,5,ward_euclidean
142,2,1,5,ward_euclidean
143,2,0,5,ward_euclidean
144,2,0,5,ward_euclidean
145,2,0,5,ward_euclidean
146,2,1,5,ward_euclidean
147,2,0,5,ward_euclidean
148,2,0,5,ward_euclidean
149,2,1,5,ward_euclidean
0,0,2,5,complete_euclidean
1,0,3,5,complete_euclidean
2,0,3,5,complete_euclidean
3,0,3,5,complete_euclidean
4,0,2,5,complete_euclidean
5,0,2,5,complete_euclidean
6,0,2,5,complete_euclidean
7,0,2,5,complete_euclidean
8,0,3,5,complete_euclidean
9,0,3,5,complete_euclidean
10,0,2,5,complete_euclidean
11,0,2,5,complete_euclidean
12,0,3,5,complete_euclidean
13,0,3,5,complete_euclidean
14,0,2,5,complete_euclidean
15,0,2,5,complete_euclidean
16,0,2,5,complete_euclidean
17,0,2,5,complete_euclidean
18,0,2,5,complete_euclidean
19,0,2,5,complete_euclidean
20,0,2,5,complete_euclidean
21,0,2,5,complete_euclidean
22,0,2,5,complete_euclidean
23,0,2,5,complete_euclidean
24,0,2,5,complete_euclidean
25,0,3,5,complete_euclidean
26,0,2,5,complete_euclidean
27,0,2,5,complete_euclidean
28,0,2,5,complete_euclidean
29,0,3,5,complete_euclidean
30,0,3,5,complete_euclidean
31,0,2,5,complete_euclidean
32,0,2,5,complete_euclidean
33,0,2,5,complete_euclidean
34,0,3,5,complete_euclidean
35,0,2,5,complete_euclidean
36,0,2,5,complete_euclidean
37,0,3,5,complete_euclidean
38,0,3,5,complete_euclidean
39,0,2,5,complete_euclidean
40,0,2,5,complete_euclidean
41,0,3,5,complete_euclidean
42,0,3,5,complete_euclidean
43,0,2,5,complete_euclidean
44,0,2,5,complete_euclidean
45,0,3,5,complete_euclidean
46,0,2,5,complete_euclidean
47,0,3,5,complete_euclidean
48,0,2,5,complete_euclidean
49,0,2,5,complete_euclidean
50,1,1,5,complete_euclidean
51,1,1,5,complete_euclidean
52,1,1,5,complete_euclidean
53,1,4,5,complete_euclidean
54,1,1,5,complete_euclidean
55,1,4,5,complete_euclidean
56,1,1,5,complete_euclidean
57,1,4,5,complete_euclidean
58,1,1,5,complete_euclidean
59,1,4,5,complete_euclidean
60,1,4,5,complete_euclidean
61,1,1,5,complete_euclidean
62,1,4,5,complete_euclidean
63,1,1,5,complete_euclidean
64,1,4,5,complete_euclidean
65,1,1,5,complete_euclidean
66,1,4,5,complete_euclidean
67,1,4,5,complete_euclidean
68,1,4,5,complete_euclidean
69,1,4,5,complete_euclidean
70,1,1,5,complete_euclidean
71,1,1,5,complete_euclidean
72,1,1,5,complete_euclidean
73,1,1,5,complete_euclidean
74,1,1,5,complete_euclidean
75,1,1,5,complete_euclidean
76,1,1,5,complete_euclidean
77,1,0,5,complete_euclidean
78,1,1,5,complete_euclidean
79,1,4,5,complete_euclidean
80,1,4,5,complete_euclidean
81,1,4,5,complete_euclidean
82,1,4,5,complete_euclidean
83,1,1,5,complete_euclidean
84,1,4,5,complete_euclidean
85,1,1,5,complete_euclidean
86,1,1,5,complete_euclidean
87,1,4,5,complete_euclidean
88,1,4,5,complete_euclidean
89,1,4,5,complete_euclidean
90,1,4,5,complete_euclidean
91,1,1,5,complete_euclidean
92,1,4,5,complete_euclidean
93,1,4,5,complete_euclidean
94,1,4,5,complete_euclidean
95,1,4,5,complete_euclidean
96,1,4,5,complete_euclidean
97,1,1,5,complete_euclidean
98,1,4,5,complete_euclidean
99,1,4,5,complete_euclidean
100,2,0,5,complete_euclidean
101,2,1,5,complete_euclidean
102,2,0,5,complete_euclidean
103,2,0,5,complete_euclidean
104,2,0,5,complete_euclidean
105,2,0,5,complete_euclidean
106,2,4,5,complete_euclidean
107,2,0,5,complete_euclidean
108,2,1,5,complete_euclidean
109,2,0,5,complete_euclidean
110,2,0,5,complete_euclidean
111,2,1,5,complete_euclidean
112,2,0,5,complete_euclidean
113,2,1,5,complete_euclidean
114,2,1,5,complete_euclidean
115,2,0,5,complete_euclidean
116,2,0,5,complete_euclidean
117,2,0,5,complete_euclidean
118,2,0,5,complete_euclidean
119,2,4,5,complete_euclidean
120,2,0,5,complete_euclidean
121,2,1,5,complete_euclidean
122,2,0,5,complete_euclidean
123,2,1,5,complete_euclidean
124,2,0,5,complete_euclidean
125,2,0,5,complete_euclidean
126,2,1,5,complete_euclidean
127,2,1,5,complete_euclidean
128,2,0,5,complete_euclidean
129,2,0,5,complete_euclidean
130,2,0,5,complete_euclidean
131,2,0,5,complete_euclidean
132,2,0,5,complete_euclidean
133,2,1,5,complete_euclidean
134,2,1,5,complete_euclidean
135,2,0,5,complete_euclidean
136,2,0,5,complete_euclidean
137,2,0,5,complete_euclidean
138,2,1,5,complete_euclidean
139,2,0,5,complete_euclidean
140,2,0,5,complete_euclidean
141,2,0,5,complete_euclidean
142,2,1,5,complete_euclidean
143,2,0,5,complete_euclidean
144,2,0,5,complete_euclidean
145,2,0,5,complete_euclidean
146,2,1,5,complete_euclidean
147,2,0,5,complete_euclidean
148,2,0,5,complete_euclidean
149,2,1,5,complete_euclidean
0,0,1,5,average_euclidean
1,0,1,5,average_euclidean
2,0,1,5,average_euclidean
3,0,1,5,average_euclidean
4,0,1,5,average_euclidean
5,0,1,5,average_euclidean
6,0,1,5,average_euclidean
7,0,1,5,average_euclidean
8,0,1,5,average_euclidean
9,0,1,5,average_euclidean
10,0,1,5,average_euclidean
11,0,1,5,average_euclidean
12,0,1,5,average_euclidean
13,0,1,5,average_euclidean
14,0,1,5,average_euclidean
15,0,1,5,average_euclidean
16,0,1,5,average_euclidean
17,0,1,5,average_euclidean
18,0,1,5,average_euclidean
19,0,1,5,average_euclidean
20,0,1,5,average_euclidean
21,0,1,5,average_euclidean
22,0,1,5,average_euclidean
23,0,1,5,average_euclidean
24,0,1,5,average_euclidean
25,0,1,5,average_euclidean
26,0,1,5,average_euclidean
27,0,1,5,average_euclidean
28,0,1,5,average_euclidean
29,0,1,5,average_euclidean
30,0,1,5,average_euclidean
31,0,1,5,average_euclidean
32,0,1,5,average_euclidean
33,0,1,5,average_euclidean
34,0,1,5,average_euclidean
35,0,1,5,average_euclidean
36,0,1,5,average_euclidean
37,0,1,5,average_euclidean
38,0,1,5,average_euclidean
39,0,1,5,average_euclidean
40,0,1,5,average_euclidean
41,0,3,5,average_euclidean
42,0,1,5,average_euclidean
43,0,1,5,average_euclidean
44,0,1,5,average_euclidean
45,0,1,5,average_euclidean
46,0,1,5,average_euclidean
47,0,1,5,average_euclidean
48,0,1,5,average_euclidean
49,0,1,5,average_euclidean
50,1,4,5,average_euclidean
51,1,4,5,average_euclidean
52,1,4,5,average_euclidean
53,1,4,5,average_euclidean
54,1,4,5,average_euclidean
55,1,4,5,average_euclidean
56,1,4,5,average_euclidean
57,1,2,5,average_euclidean
58,1,4,5,average_euclidean
59,1,4,5,average_euclidean
60,1,2,5,average_euclidean
61,1,4,5,average_euclidean
62,1,4,5,average_euclidean
63,1,4,5,average_euclidean
64,1,4,5,average_euclidean
65,1,4,5,average_euclidean
66,1,4,5,average_euclidean
67,1,4,5,average_euclidean
68,1,4,5,average_euclidean
69,1,4,5,average_euclidean
70,1,4,5,average_euclidean
71,1,4,5,average_euclidean
72,1,4,5,average_euclidean
73,1,4,5,average_euclidean
74,1,4,5,average_euclidean
75,1,4,5,average_euclidean
76,1,4,5,average_euclidean
77,1,4,5,average_euclidean
78,1,4,5,average_euclidean
79,1,4,5,average_euclidean
80,1,4,5,average_euclidean
81,1,4,5,average_euclidean
82,1,4,5,average_euclidean
83,1,4,5,average_euclidean
84,1,4,5,average_euclidean
85,1,4,5,average_euclidean
86,1,4,5,average_euclidean
87,1,4,5,average_euclidean
88,1,4,5,average_euclidean
89,1,4,5,average_euclidean
90,1,4,5,average_euclidean
91,1,4,5,average_euclidean
92,1,4,5,average_euclidean
93,1,2,5,average_euclidean
94,1,4,5,average_euclidean
95,1,4,5,average_euclidean
96,1,4,5,average_euclidean
97,1,4,5,average_euclidean
98,1,2,5,average_euclidean
99,1,4,5,average_euclidean
100,2,0,5,average_euclidean
101,2,4,5,average_euclidean
102,2,0,5,average_euclidean
103,2,0,5,average_euclidean
104,2,0,5,average_euclidean
105,2,0,5,average_euclidean
106,2,2,5,average_euclidean
107,2,0,5,average_euclidean
108,2,4,5,average_euclidean
109,2,0,5,average_euclidean
110,2,0,5,average_euclidean
111,2,4,5,average_euclidean
112,2,0,5,average_euclidean
113,2,4,5,average_euclidean
114,2,4,5,average_euclidean
115,2,0,5,average_euclidean
116,2,0,5,average_euclidean
117,2,0,5,average_euclidean
118,2,0,5,average_euclidean
119,2,4,5,average_euclidean
120,2,0,5,average_euclidean
121,2,4,5,average_euclidean
122,2,0,5,average_euclidean
123,2,4,5,average_euclidean
124,2,0,5,average_euclidean
125,2,0,5,average_euclidean
126,2,4,5,average_euclidean
127,2,4,5,average_euclidean
128,2,0,5,average_euclidean
129,2,0,5,average_euclidean
130,2,0,5,average_euclidean
131,2,0,5,average_euclidean
132,2,0,5,average_euclidean
133,2,4,5,average_euclidean
134,2,4,5,average_euclidean
135,2,0,5,average_euclidean
136,2,0,5,average_euclidean
137,2,0,5,average_euclidean
138,2,4,5,average_euclidean
139,2,0,5,average_euclidean
140,2,0,5,average_euclidean
141,2,0,5,average_euclidean
142,2,4,5,average_euclidean
143,2,0,5,average_euclidean
144,2,0,5,average_euclidean
145,2,0,5,average_euclidean
146,2,4,5,average_euclidean
147,2,0,5,average_euclidean
148,2,0,5,average_euclidean
149,2,4,5,average_euclidean
0,0,1,5,single_euclidean
1,0,1,5,single_euclidean
2,0,1,5,single_euclidean
3,0,1,5,single_euclidean
4,0,1,5,single_euclidean
5,0,1,5,single_euclidean
6,0,1,5,single_euclidean
7,0,1,5,single_euclidean
